0.00101428789356243,2.240704958900308352e-01
1.860554658415884688e-03,4.886112649424537158e-01
2.577356890204918725e-03,7.936223071572685583e-01
3.192292420668327215e-03,1.139103622534475502e+00
3.725635466104300266e-03,1.525055211074074712e+00
4.192614814915282713e-03,1.951477072776065746e+00
4.689136180253627127e-03,2.413262000097281312e+00
5.271253923518142218e-03,2.904066554682915857e+00
5.902197924082920079e-03,3.422654505721332452e+00
6.549579522144148049e-03,3.969025853212531096e+00
7.195591264545088406e-03,4.543180597156510458e+00
7.830226448563133712e-03,5.145118737553271870e+00
8.447882666506862162e-03,5.774840274402815332e+00
9.045543024806972088e-03,6.432345207705140844e+00
9.621750160577639821e-03,7.117633537460247517e+00
1.017600321921652458e-02,7.830705263668134464e+00
1.073533062098693154e-02,8.567296652446939831e+00
1.132134331417521296e-02,9.322799704427053413e+00
1.192664563683123839e-02,1.009687015412072597e+01
1.254402778082190639e-02,1.088950800152796283e+01
1.316809568949144776e-02,1.170071324664876045e+01
1.379477669289256615e-02,1.253048588948311703e+01
1.442097542749563518e-02,1.337882593003103793e+01
1.504432955377102941e-02,1.424573336829251957e+01
1.566303325719201750e-02,1.513120820426756374e+01
1.627570772200342616e-02,1.603525043795616511e+01
1.688130474682380047e-02,1.695786006935833257e+01
1.747903412492525857e-02,1.789903709847405722e+01
1.806830831611307142e-02,1.885878152530334972e+01
1.864869986818412650e-02,1.983709334984619588e+01
1.922197973987260083e-02,2.083353870560931398e+01
1.979885065161049104e-02,2.184568103267817207e+01
2.038645902618808556e-02,2.287151763763154477e+01
2.098241328030309161e-02,2.391104852046941787e+01
2.158469008699222952e-02,2.496427368119180201e+01
2.219157148995553816e-02,2.603119311979869011e+01
2.280159426662802316e-02,2.711180683629008570e+01
2.341350885467090651e-02,2.820611483066598879e+01
2.402624580832739276e-02,2.931411710292639583e+01
2.463888823016986002e-02,3.043581365307131392e+01
2.525064897954007112e-02,3.157120448110073951e+01
2.586085172573110436e-02,3.272028958701466905e+01
2.646891511576134406e-02,3.388306897081310609e+01
2.707433948055150419e-02,3.505954263249603997e+01
2.767669562171181166e-02,3.624971057206349201e+01
2.827561531287738766e-02,3.745357278951545510e+01
2.887078322110251880e-02,3.867112928485192214e+01
2.946193001004462908e-02,3.990238005807288602e+01
3.004882643110759824e-02,4.114732510917836805e+01
3.063127824405239424e-02,4.240596443816835404e+01
3.121259452324393058e-02,4.367730783584579513e+01
3.179758890009996147e-02,4.495983187050388352e+01
3.238731064049636676e-02,4.625300331963283895e+01
3.298097800780002559e-02,4.755682218323265431e+01
3.357788718967023162e-02,4.887128846130332960e+01
3.417740367078718478e-02,5.019640215384487902e+01
3.477895470583422521e-02,5.153216326085728127e+01
3.538202273310921825e-02,5.287857178234055056e+01
3.598613959504531890e-02,5.423562771829467977e+01
3.659088145319060181e-02,5.560333106871967601e+01
3.719586430273584543e-02,5.698168183361552508e+01
3.780074000620038677e-02,5.837068001298224829e+01
3.840519277795604453e-02,5.977032560681982432e+01
3.900893606133737368e-02,6.118061861512828159e+01
3.961170974851822152e-02,6.260155903790759169e+01
4.021327770041641103e-02,6.403314687515775461e+01
4.081342552985926797e-02,6.547538212687878456e+01
4.141195861629162756e-02,6.692826479307069576e+01
4.200870032458980247e-02,6.839179487373345978e+01
4.260349040418882904e-02,6.986597236886706241e+01
4.319618354783809344e-02,7.135079727847151787e+01
4.378664809196002039e-02,7.284626960254689720e+01
4.437476484286728695e-02,7.435238934109311515e+01
4.496042601505540609e-02,7.586915649411018592e+01
4.554483277679693964e-02,7.739608848303761590e+01
4.613063432163921201e-02,7.893212620960335357e+01
4.671905224948588731e-02,8.047669315409586943e+01
4.730975522009398665e-02,8.202978931651516348e+01
4.790243505137779800e-02,8.359141469686122150e+01
4.849680491638071883e-02,8.516156929513404350e+01
4.909259770298191050e-02,8.674025311133367211e+01
4.968956451952397102e-02,8.832746614546006469e+01
5.028747333150249132e-02,8.992320839751322126e+01
5.088610771616162987e-02,9.152747986749318443e+01
5.148526572332559614e-02,9.314028055539989737e+01
5.208475883209684465e-02,9.476161046123340270e+01
5.268441099419074458e-02,9.639146958499368623e+01
5.328405775567673919e-02,9.802985792668071952e+01
5.388354544977771304e-02,9.967677548629455941e+01
5.448273045415291671e-02,1.013322222638351633e+02
5.508147850677638097e-02,1.029961982593025454e+02
5.567966407512729005e-02,1.046687034726966914e+02
5.627716977394612435e-02,1.063497379040176298e+02
5.687388582728558628e-02,1.080393015532653465e+02
5.746970957100873412e-02,1.097373944204398128e+02
5.806454499226337829e-02,1.114440165055410716e+02
5.865830230279679702e-02,1.131591678085691086e+02
5.925089754327469288e-02,1.148828483295239096e+02
5.984225221603611811e-02,1.166150580684055029e+02
6.043229294395544016e-02,1.183557970252138745e+02
6.102095115329744801e-02,1.201050651999490100e+02
6.160816277864428203e-02,1.218628625926109237e+02
6.219386798814646733e-02,1.236291892031996298e+02
6.277921719034949832e-02,1.254034610475030718e+02
6.336573294283709412e-02,1.271848857889194164e+02
6.395368967638317970e-02,1.289732550750589155e+02
6.454293459972870739e-02,1.307685689059214837e+02
6.513332277730633779e-02,1.325708272815072064e+02
6.572471667938170614e-02,1.343800302018160551e+02
6.631698576217889829e-02,1.361961776668480297e+02
6.691000607569305703e-02,1.380192696766031020e+02
6.750365989709190828e-02,1.398493062310812718e+02
6.809783538778757528e-02,1.416862873302825676e+02
6.869242627242232169e-02,1.435302129742070179e+02
6.928733153815976042e-02,1.453810831628545657e+02
6.988245515280519515e-02,1.472388978962252111e+02
7.047770580040174648e-02,1.491036571743190109e+02
7.107299663305734205e-02,1.509753609971359367e+02
7.166824503785879097e-02,1.528540093646759317e+02
7.226337241781942422e-02,1.547396022769390811e+02
7.285830398589110413e-02,1.566321397339253281e+02
7.345296857114581857e-02,1.585316217356347295e+02
7.404729843630196429e-02,1.604380482820672285e+02
7.464122910583367854e-02,1.623514193732228250e+02
7.523469920395897681e-02,1.642717350091015760e+02
7.582765030185593946e-02,1.661989951897034530e+02
7.642002677350404061e-02,1.681331999150284275e+02
7.701177565959264892e-02,1.700743491850765281e+02
7.760284653897960017e-02,1.720224429998477262e+02
7.819319140721957273e-02,1.739774813593420504e+02
7.878276456171751096e-02,1.759394642635595289e+02
7.937152249309291363e-02,1.779083917125000767e+02
7.995942378237086423e-02,1.798842637061638072e+02
8.054642900364208935e-02,1.818670802445505785e+02
8.113250063185942218e-02,1.838568413276605042e+02
8.171760295546055819e-02,1.858535469554935560e+02
8.230236204100169206e-02,1.878567830648678694e+02
8.288771581420352474e-02,1.898659248326453906e+02
8.347392175556415939e-02,1.918807614988699868e+02
8.406090164957183419e-02,1.939012930635415159e+02
8.464858036762816507e-02,1.959275195266600349e+02
8.523688573212384600e-02,1.979594408882255721e+02
8.582574838750439694e-02,1.999970571482381558e+02
8.641510167791252583e-02,2.020403683066977578e+02
8.700488153101938738e-02,2.040893743636043212e+02
8.759502634768495666e-02,2.061440753189578459e+02
8.818547689710953819e-02,2.082044711727584456e+02
8.877617621716228646e-02,2.102705619250060067e+02
8.936706951959134948e-02,2.123423475757005576e+02
8.995810409984110467e-02,2.144198281248421267e+02
9.054922925121773603e-02,2.165030035724306856e+02
9.114039618316205349e-02,2.185918739184662343e+02
9.173155794340309699e-02,2.206864391629488011e+02
9.232266934378013934e-02,2.227866993058783578e+02
9.291368688953449695e-02,2.248926543472549326e+02
9.350456871188356223e-02,2.270043042870784973e+02
9.409527450370232249e-02,2.291216491253490517e+02
9.468576545814710865e-02,2.312446888620666243e+02
9.527600421006693354e-02,2.333734234972312152e+02
9.586595478005645321e-02,2.355078530308427673e+02
9.645558252101377184e-02,2.376479774629013377e+02
9.704485406707404060e-02,2.397937967934069263e+02
9.763373728479718405e-02,2.419453110223594763e+02
9.822220122649559515e-02,2.441025201497590444e+02
9.881021608559376057e-02,2.462654241756056024e+02
9.939775315391818911e-02,2.484340230998991785e+02
9.998478478082177545e-02,2.506083169226397729e+02
1.005712843340519080e-01,2.527883056438273002e+02
1.011572261622768198e-01,2.549739892634619025e+02
1.017425855591900657e-01,2.571653677815435231e+02
1.023273387291158548e-01,2.593624411980720765e+02
1.029114627540438920e-01,2.615652095130476482e+02
1.034949355620253392e-01,2.637736727264701813e+02
1.040780032460765087e-01,2.659876125350425013e+02
1.046612626177158972e-01,2.682065173160335689e+02
1.052450314171910623e-01,2.704300937500092346e+02
1.058292671746810104e-01,2.726583418369697824e+02
1.064139287483357593e-01,2.748912615769149852e+02
1.069989762778238013e-01,2.771288529698450134e+02
1.075843711397842795e-01,2.793711160157596396e+02
1.081700759050919225e-01,2.816180507146591481e+02
1.087560542978513733e-01,2.838696570665433114e+02
1.093422711560384231e-01,2.861259350714122434e+02
1.099286923937128763e-01,2.883868847292659439e+02
1.105152849647300373e-01,2.906525060401043561e+02
1.111020168278822329e-01,2.929227990039275937e+02
1.116888569134056181e-01,2.951977636207353726e+02
1.122757750907896063e-01,2.974773998905280905e+02
1.128627421378319007e-01,2.997617078133055202e+02
1.134497297108819913e-01,3.020506873890676616e+02
1.140367103162214513e-01,3.043443386178144578e+02
1.146236572825299477e-01,3.066426614995461364e+02
1.152105447343909905e-01,3.089456560342624698e+02
1.157973475667898738e-01,3.112533222219635718e+02
1.163840414205630502e-01,3.135656600626493855e+02
1.169706026587567088e-01,3.158826695563199678e+02
1.175570083438560176e-01,3.182043507029753187e+02
1.181432362158482408e-01,3.205307035026153244e+02
1.187292646710841337e-01,3.228617279552401556e+02
1.193150727419046708e-01,3.251974240608496984e+02
1.199006400770001313e-01,3.275377918194440099e+02
1.204859469224726642e-01,3.298828312310230331e+02
1.210709741035717463e-01,3.322325422955867680e+02
1.216557030070758716e-01,3.345869250131353283e+02
1.222401155642943021e-01,3.369459793836685435e+02
1.228241942346625926e-01,3.393097054071865841e+02
1.234079219899092694e-01,3.416781030836892796e+02
1.239912822987700725e-01,3.440511724131768574e+02
1.245742591122280390e-01,3.464289133956490900e+02
1.251568368492583239e-01,3.488113260311060912e+02
1.257390003830587411e-01,3.511984103195477473e+02
1.263207350277458507e-01,3.535901662609741720e+02
1.269020265254992563e-01,3.559865938553853653e+02
1.274828610341363910e-01,3.583876931027813271e+02
1.280633242802138305e-01,3.607933577064468977e+02
1.286438003592165202e-01,3.632031582791953497e+02
1.292245677812857152e-01,3.656167717305550013e+02
1.298056027639694632e-01,3.680341980605257390e+02
1.303868821285774915e-01,3.704554372691076765e+02
1.309683832829804662e-01,3.728804893563007568e+02
1.315500842049845132e-01,3.753093543221049799e+02
1.321319634262596854e-01,3.777420321665202891e+02
1.327140000168004486e-01,3.801785228895467981e+02
1.332961735698982297e-01,3.826188264911845067e+02
1.338784641876064330e-01,3.850629429714333014e+02
1.344608524666785487e-01,3.875108723302932390e+02
1.350433194849627594e-01,3.899626145677643194e+02
1.356258467882348606e-01,3.924181696838465996e+02
1.362084163774538725e-01,3.948775376785399658e+02
1.367910106964238537e-01,3.973407185518445317e+02
1.373736126198478458e-01,3.998077123037602973e+02
1.379562054417588224e-01,4.022785189342872059e+02
1.385387728643143468e-01,4.047531384434252004e+02
1.391212989869413108e-01,4.072315708311743379e+02
1.397037682958183202e-01,4.097138160975346182e+02
1.402861656536838475e-01,4.121998742425060414e+02
1.408684762899577447e-01,4.146897452660886643e+02
1.414506857911659587e-01,4.171834291682823732e+02
1.420327800916565131e-01,4.196809259490872819e+02
1.426147454645977364e-01,4.221822356085033903e+02
1.431965685132481625e-01,4.246873581465306415e+02
1.437782361624881933e-01,4.271962935631689788e+02
1.443597356506055585e-01,4.297090418584184590e+02
1.449410545213247747e-01,4.322256030322790821e+02
1.455221806160729714e-01,4.347459770847508480e+02
1.461031020664732283e-01,4.372701640158337568e+02
1.466838072870584875e-01,4.397981638255278085e+02
1.472642849681977673e-01,4.423299765138332873e+02
1.478445240692286278e-01,4.448656020807496816e+02
1.484245138117870899e-01,4.474050405262772756e+02
1.490042436733307885e-01,4.499482918504159557e+02
1.495837033808470606e-01,4.524953560531657786e+02
1.501628829047403912e-01,4.550462331345267444e+02
1.507417724528938852e-01,4.576009230944989099e+02
1.513203624648984946e-01,4.601594259330822183e+02
1.518986436064441170e-01,4.627217416502766696e+02
1.524766067638685940e-01,4.652878702460822069e+02
1.530542430388580621e-01,4.678578117204988871e+02
1.536315437432947129e-01,4.704315660735268239e+02
1.542085945265606606e-01,4.730089988429684809e+02
1.547856416457827067e-01,4.755897435903412429e+02
1.553628343743301554e-01,4.781735683393596332e+02
1.559401592711011086e-01,4.807604730900235950e+02
1.565176031775173393e-01,4.833504578423331282e+02
1.570951532108389725e-01,4.859435225962881759e+02
1.576727967576645462e-01,4.885396673518889656e+02
1.582505214676118155e-01,4.911388921091351563e+02
1.588283152471735848e-01,4.937411968680270320e+02
1.594061662537419044e-01,4.963465816285645360e+02
1.599840628897965245e-01,4.989550463907476114e+02
1.605619937972514732e-01,5.015665911545762015e+02
1.611399478519550399e-01,5.041812159200504766e+02
1.617179141583385271e-01,5.067989206871702095e+02
1.622958820442091110e-01,5.094197054559355706e+02
1.628738410556817284e-01,5.120435702263465600e+02
1.634517809522464948e-01,5.146705149984031777e+02
1.640296917019671841e-01,5.173005397721053669e+02
1.646075634768062457e-01,5.199336445474530137e+02
1.651853866480729183e-01,5.225698293244463457e+02
1.657631517819911360e-01,5.252090941030853628e+02
1.663408496353829813e-01,5.278514388833698376e+02
1.669184711514633546e-01,5.304968636652996565e+02
1.674960074557449718e-01,5.331453684488753879e+02
1.680734498520479181e-01,5.357969532340965770e+02
1.686507898186116738e-01,5.384516180209635650e+02
1.692280190043070343e-01,5.411093628094760106e+02
1.698051292249435629e-01,5.437701875996340277e+02
1.703821124596715531e-01,5.464340923914376162e+02
1.709589608474741673e-01,5.491010771848867762e+02
1.715356666837478394e-01,5.517711419799817349e+02
1.721122224169688020e-01,5.544442867767219241e+02
1.726886206454416595e-01,5.571205115751079120e+02
1.732648541141298959e-01,5.597998163751393577e+02
1.738409157115639037e-01,5.624822011768166021e+02
1.744167984668256732e-01,5.651676659801393043e+02
1.749924955466072019e-01,5.678562107851074643e+02
1.755680002523406502e-01,5.705478355917214230e+02
1.761433060173989151e-01,5.732425403999808395e+02
1.767184064043634817e-01,5.759403252098859411e+02
1.772932951023583892e-01,5.786411900214365005e+02
1.778679659244487565e-01,5.813451348346327450e+02
1.784424128051010916e-01,5.840521596494746746e+02
1.790166297977043297e-01,5.867622644659619482e+02
1.795906110721501026e-01,5.894754492840951343e+02
1.801643509124703779e-01,5.921917141038735508e+02
1.807378437145299166e-01,5.949110589252977661e+02
1.813110839837744626e-01,5.976334837483675528e+02
1.818840742007016564e-01,6.003589734279100867e+02
1.824569717006285507e-01,6.030872139586994081e+02
1.830299243512559515e-01,6.058179064806812448e+02
1.836029244844952224e-01,6.085510509938559380e+02
1.841759645681937951e-01,6.112866474982232603e+02
1.847490372034101269e-01,6.140246959937833253e+02
1.853221351217541890e-01,6.167651964805362468e+02
1.858952511827897669e-01,6.195081489584819110e+02
1.864683783714983500e-01,6.222535534276200906e+02
1.870415097958019746e-01,6.250014098879512403e+02
1.876146386841445746e-01,6.277517183394750191e+02
1.881877583831286227e-01,6.305044787821915406e+02
1.887608623552070874e-01,6.332596912161006912e+02
1.893339441764280706e-01,6.360173556412028120e+02
1.899069975342321248e-01,6.387774720574975618e+02
1.904800162252990592e-01,6.415400404649850543e+02
1.910529941534440668e-01,6.443050608636652896e+02
1.916259253275620911e-01,6.470725332535382677e+02
1.921988038596180448e-01,6.498424576346039885e+02
1.927716239626829642e-01,6.526148340068623384e+02
1.933443799490136561e-01,6.553896623703134310e+02
1.939170662281756718e-01,6.581669427249572664e+02
1.944896773052081640e-01,6.609466750707939582e+02
1.950622077788294884e-01,6.637288594078232791e+02
1.956346523396821357e-01,6.665134957360454564e+02
1.962070057686168545e-01,6.693005840554602628e+02
1.967792629350144096e-01,6.720901243660678119e+02
1.973514187951437016e-01,6.748821166678681038e+02
1.979234683905559122e-01,6.776765609608612522e+02
1.984954068465142607e-01,6.804734572450469159e+02
1.990672293704559281e-01,6.832728055204255497e+02
1.996389312504895930e-01,6.860746057869968126e+02
2.002105078539233862e-01,6.888788580447608183e+02
2.007819546258250432e-01,6.916855622937175667e+02
2.013532670876130859e-01,6.944947185338670579e+02
2.019244408356773435e-01,6.973063267652092918e+02
2.024954715400299476e-01,7.001203869877441548e+02
2.030663549429826686e-01,7.029368992014719879e+02
2.036370868578546156e-01,7.057558634063922227e+02
2.042076631677054721e-01,7.085772796025053140e+02
2.047780798240953493e-01,7.114011477898112616e+02
2.053483328458712565e-01,7.142274679683098384e+02
2.059184183179780525e-01,7.170562401380011579e+02
2.064883323902942658e-01,7.198874642988853338e+02
2.070580712764920617e-01,7.227211404509622525e+02
2.076276312529205526e-01,7.255572685942316866e+02
2.081970086575118395e-01,7.283958487286939771e+02
2.087661998887096471e-01,7.312368808543490104e+02
2.093352014044196352e-01,7.340803649711967864e+02
2.099040097209811662e-01,7.369263010792373052e+02
2.104726214121595551e-01,7.397746891784705667e+02
2.110410331081589985e-01,7.426255292688965710e+02
2.116092997882752791e-01,7.454786673853905086e+02
2.121775190772395292e-01,7.483338357505257363e+02
2.127457298438778788e-01,7.511909205520004207e+02
2.133139278526986760e-01,7.540499217898142206e+02
2.138821089323754421e-01,7.569108394639677044e+02
2.144502689746453639e-01,7.597736735744606449e+02
2.150184039332294628e-01,7.626384241212931556e+02
2.155865098227748855e-01,7.655050911044651230e+02
2.161545827178185664e-01,7.683736745239762058e+02
2.167226187517713731e-01,7.712441743798268590e+02
2.172906141159235693e-01,7.741165906720170824e+02
2.178585650584693723e-01,7.769909234005467624e+02
2.184264678835512730e-01,7.798671725654157854e+02
2.189943189503228138e-01,7.827453381666243786e+02
2.195621146720312666e-01,7.856254202041723147e+02
2.201298515151168533e-01,7.885074186780597074e+02
2.206975259983304238e-01,7.913913335882865567e+02
2.212651346918690365e-01,7.942771649348527490e+02
2.218326742165270538e-01,7.971649127177586251e+02
2.224001412428650293e-01,8.000545769370037306e+02
2.229675324903942490e-01,8.029461575925885199e+02
2.235348447267767602e-01,8.058396546845125386e+02
2.241020747670416924e-01,8.087350682127760138e+02
2.246692194728154013e-01,8.116323981773790592e+02
2.252362757515678771e-01,8.145316445783216750e+02
2.258032405558725031e-01,8.174328074156034063e+02
2.263701108826797481e-01,8.203358866892249353e+02
2.269368837726062071e-01,8.232408823991855797e+02
2.275035563092347446e-01,8.261477945454859082e+02
2.280701256184302916e-01,8.290566231281255796e+02
2.286365888676667735e-01,8.319673681471045938e+02
2.292029432653671372e-01,8.348800296024231784e+02
2.297691860602563974e-01,8.377946074940811059e+02
2.303353145407257552e-01,8.407111018220787173e+02
2.309013260342094032e-01,8.436295125864156716e+02
2.314672179065721258e-01,8.465498397870919689e+02
2.320329875615085857e-01,8.494720834241077227e+02
2.325986324399540173e-01,8.523962434974628195e+02
2.331641500195048566e-01,8.553223200071576002e+02
2.337295378138511959e-01,8.582503129531918376e+02
2.342947933722183684e-01,8.611802223355654178e+02
2.348599142788194427e-01,8.641120481542784546e+02
2.354248981523175688e-01,8.670457904093308343e+02
2.359897426452976510e-01,8.699814491007227844e+02
2.365544454437482902e-01,8.729190242284541910e+02
2.371190042665522468e-01,8.758585157925251679e+02
2.376834168649867018e-01,8.787999237929352603e+02
2.382476810222318164e-01,8.817432482296849230e+02
2.388117945528886732e-01,8.846884891027740423e+02
2.393757553025054052e-01,8.876356464122027319e+02
2.399395611471119294e-01,8.905847201579708781e+02
2.405032099927627010e-01,8.935357103400782535e+02
2.410666997750876561e-01,8.964886169585251992e+02
2.416300284588509262e-01,8.994434400133116014e+02
2.421932091867046166e-01,9.024001231041569326e+02
2.427563006619471442e-01,9.053584399375163230e+02
2.433193462650900807e-01,9.083182206201254303e+02
2.438823437297292784e-01,9.112794651519841409e+02
2.444452908192794593e-01,9.142421735330922274e+02
2.450081853265284881e-01,9.172063457634502583e+02
2.455710250731997502e-01,9.201719818430578925e+02
2.461338079095220233e-01,9.231390817719152437e+02
2.466965317138073432e-01,9.261076455500219708e+02
